Textos_espanol,sdg
"En realidad, los defensores de estos puntos de vista no solo han buscado socavar los derechos de las mujeres, sino que simultneamente han adoptado polticas que erosionan las condiciones que permiten que las familias y sus miembros prosperen. Es a travs de las familias que las personas comparten recursos como la vivienda y los ingresos, cuidan a los enfermos y frgiles, y se reproducen, nutren y cuidan a la prxima generacin. Las familias pueden ser lugares de amor y afecto, y fundamentales para el sentido de identidad y pertenencia de cada miembro. A lo largo de su vida, aproximadamente una de cada tres mujeres puede esperar experimentar abuso fsico o sexual a manos de una pareja ntima.",5
"Esto podra incluir una revisin de los reglamentos de las responsabilidades de los directores y subdirectores y el desarrollo de un conjunto relacionado de estndares de liderazgo escolar profesional. Dichos estndares proporcionaran una declaracin clara y concisa de los elementos centrales de un liderazgo exitoso al trazar un mapa de lo que se espera que los lderes escolares sepan, puedan hacer y cmo. Adems, Uruguay necesita reevaluar los niveles actuales de remuneracin de los directores y subdirectores para garantizar que el liderazgo escolar sea sostenible en el futuro y que los docentes calificados e interesados que deseen asumir ms responsabilidades no se vean disuadidos de dar este paso.",4
"Una brecha de financiamiento de capital, que dificulta la capacidad de las mujeres para financiar empresas innovadoras. Una brecha en la creacin de redes, generada por el bajo nmero de mujeres emprendedoras en industrias intensivas en innovacin y por la baja visibilidad de mujeres innovadoras exitosas. Varios pases estn tomando medidas concretas para promover a las mujeres innovadoras y emprendedoras de alto crecimiento (Comisin Europea, 2008), reconociendo que el crecimiento econmico se basa en la comercializacin y aplicacin continuas de nuevas ideas, muchas de las cuales son generadas por mujeres.",5
"Esto podra llevarse a cabo como una investigacin de accin, en la que los propios profesores participen probando y evaluando diferentes enfoques. El Ministerio tambin debera explorar, con las embajadas de los pases de origen, la posibilidad de adaptar los programas de alfabetizacin y lenguaje que se han desarrollado para su uso en esos pases, a las necesidades de aprendizaje de los jvenes y adultos que ahora viven en Dinamarca15. Esta seccin se ocupa de aquellos padres inmigrantes que, por ejemplo, no hablan dans, que pueden no haber pasado por el sistema educativo dans o que tienen bajos niveles de educacin, que viven en barrios de inmigrantes, que son de un nivel socioeconmico menos favorecido antecedentes, pueden estar desempleados y que no entienden cmo funciona el sistema educativo dans.",4
"Como tal, existe la necesidad de un anlisis completo cualitativo, completo y basado en informantes con implicaciones polticas a largo plazo que cubra a los pases rabes desde una perspectiva regional. Este estudio intenta llenar este vaco, tanto arrojando luz sobre las condiciones estructurales y contextuales que permiten la ocurrencia del matrimonio infantil en la regin en tiempos de 'paz' como en el contexto de crisis humanitarias, y explorando las consecuencias del matrimonio infantil para las nias en entornos de conflicto y posconflicto. El estudio intenta distinguir entre, por un lado, los determinantes estructurales del matrimonio infantil que han estado presentes durante mucho tiempo en muchos pases rabes, como los desequilibrios de gnero arraigados y las desigualdades institucionalizadas, y, por otro lado, los determinantes contextuales del matrimonio infantil que resultan de situaciones de desplazamiento, conflicto e inestabilidad agravadas por la pobreza extrema. El objetivo general es fortalecer las capacidades de los legisladores rabes y los grupos de defensa para prevenir, proteger y responder al matrimonio infantil como una forma de violencia de gnero (GBV)19 y como una violacin de los derechos humanos.",5
"Esto puede conducir a que el nio discapacitado quede efectivamente excluido internamente del aprendizaje y, a menudo, puede provocar que el nio abandone los estudios. Esta puede ser una presin particularmente fuerte cuando los currculos nacionales y las polticas de evaluacin son demasiado rgidos, competitivos y no permiten la flexibilidad y el trabajo colaborativo. Los requisitos externos impuestos a las escuelas por el gobierno deben abordarse mediante la reforma del currculo y la evaluacin. Las escuelas informales BRAC en Bangladesh han demostrado recientemente que donde los maestros estn capacitados en mtodos amigables para los nios y en cmo acomodar a las nias y los nios discapacitados, hay una tasa de desercin ms baja para ambos grupos antes de la transferencia a la escuela secundaria inferior estatal que en la escuela primaria estatal. escuelas.",4
"Se ha dedicado una seccin especfica a las no contributivas, su evolucin en todo el mundo y su potencial para solucionar las deficiencias existentes en el acceso a la proteccin de las personas de edad avanzada de los diferentes grupos de ingresos y genero. Por ltimo, se analizan algunos de los com-ponentes ms relevantes incorporados a los sistemas de pensiones contributivas a fin de proteger a las mujeres en el seno de la familia, incluido el derecho de lasmujeresviudasydivorciadasa recibiruna pensin y los creditos de cotizacion para las y los cuidadores . Dado que las mujeres cuentan con historiales contributivos mas limitados y que su esperanza de vida supera a la de los hombres, las politicas que refuerzan los requisitos contributivos o hacen hincapie en el ahorro individual pueden dificultar la obtencion de prestaciones adecuadas por parte de las mujeres.",5
"Esto se refleja en el sistema educativo, que se caracteriza por un extenso sistema de planificacin y normas. Kazajstn utiliza la planificacin estratgica nacional para establecer ampliamente una visin del pas, pero tambin para regular todos los aspectos del sistema educativo a nivel central. Una serie de estrategias y documentos de planificacin, en particular el Programa Estatal para el Desarrollo de la Educacin en la Repblica de Kazajstn para 2011-20 (SPED), garantizan la coherencia y guan la formulacin de polticas.",5
"Estos premios tambin beneficiaron a 28 455 auxiliares de educacin con un monto extra promedio anual de USD 267. Del total de escuelas premiadas en 2010-11, 52,7% son del sector municipal, 46,0% del sector privado subvencionado y 1,3 son escuelas con administracin delegada. Asimismo, del total de escuelas evaluadas en el SNED 2010-11, el 57% haba sido premiada al menos una vez en las ocho postulaciones del SNED desde 1996-97. En el municipio de Concepcin, por ejemplo, existe un equipo tcnico a nivel municipal que mantiene contacto con los docentes y visita las escuelas para observar las aulas. El municipio tambin realiza pruebas SIMCE de prueba para obtener informacin sobre los resultados del aprendizaje en las escuelas y las aulas.",4
"Por lo tanto, deben garantizarse decisiones claras y transparentes basadas en la competencia en el rea de fusiones entre aseguradoras de salud basndose en la metodologa de evaluacin de fusiones publicada. La mayor competencia entre las aseguradoras de salud ha restringido los precios de los servicios hospitalarios y los medicamentos recetados para pacientes ambulatorios. Adems, la competencia entre hospitales ha aumentado debido a la entrada de un nmero sustancial de clnicas independientes (ZBC). Sin embargo, el gasto en atencin de la salud ha aumentado debido a un fuerte aumento en el volumen de la atencin, incluida la atencin de la salud mental (Cuadro 1).",3
"Por lo tanto, afectan a una mayor proporcin de la poblacin (por ejemplo, en Suiza y los Pases Bajos). En pases donde la cobertura de salud est principalmente ligada a la ocupacin, las polticas que aseguran el acceso universal a la cobertura de salud son an ms importantes en tiempos de crisis. Los pases deben asegurarse de que las personas que pierden su trabajo no pierdan la cobertura de salud al mismo tiempo.",3
"Por esta razn, se selecciona una gama de indicadores que capturan la desigualdad de gnero en diferentes etapas del ciclo de vida. Por ltimo, el captulo se centra en los indicadores que han demostrado ser importantes para el desarrollo general de las sociedades (p. ej., Banco Mundial, 2011). Por esta razn, no se podran cubrir todos los temas clave que afectan el bienestar de las mujeres y que estn incluidos en los ndices de desigualdad de gnero contemporneos. No fue posible, por ejemplo, incluir medidas como los ingresos o el acceso a trabajos bien remunerados, que son factores cruciales para la posicin econmica de las mujeres (Kabeer, 1999).6 Lo que se pierde en la comparabilidad con los ndices actuales, sin embargo, se compensa en la perspectiva a largo plazo.7 A pesar de las limitaciones en la disponibilidad de datos, existen criterios tericos y metodolgicos detrs de la eleccin de las variables de igualdad de gnero empleadas.",5
"Existen sistemas para monitorear el progreso de los nios discapacitados en las escuelas donde se capacit a los maestros. Hay planes individuales para cada nio y mayor nfasis en mostrar sus logros. Los planes de trabajo individuales de los nios se incorporan al plan anual de desarrollo de jardn de infantes y primaria. Recientemente, con fondos de la FTI, se han establecido ms de 100 escuelas mviles en tiendas de campaa. Sesenta y dos por ciento de los nuevos ingresantes a la educacin primaria son nias y entre 2004 y 2009 las tasas de finalizacin de las nias se duplicaron.",5
